,Int bearing amt,%,Total amt,No loans,Avg loan amt,Avg net AER,Blended LTV,Avg term,Max term,Avg ttm,Max ttm,Non-perform,Long default,Short default,Int default
2023-08-04,2474.94,0.977186582014593,2532.7200000000003,14.0,176.78142857142856,0.0669767792350516,0.6395350998408037,12.539147618275116,24.411078621414724,5.866144147462414,16.269402159284628,0.0,0.0,0.0,0.0
