,Int bearing amt,%,Total amt,No loans,Avg loan amt,Avg net AER,Blended LTV,Avg term,Max term,Avg ttm,Max ttm,Non-perform,Long default,Short default,Int default
2023-08-04,2050.0,0.9771629860194194,2097.91,31.0,66.12903225806451,0.0734146341463402,0.660107317073169,13.481124946611033,20.7970562144758,4.941558890656336,11.932888716092952,0.073170731707317,100.0,50.0,0.0
