,Int bearing amt,%,Total amt,No loans,Avg loan amt,Avg net AER,Blended LTV,Avg term,Max term,Avg ttm,Max ttm,Non-perform,Long default,Short default,Int default
2023-08-04,5230.0,0.9983754922678396,5238.51,186.0,27.8054652311828,0.0610877295158857,0.447204369540061,1.999999999999984,2.0,1.971090670170811,1.7944193558034514,0.0067913648475124,0.0,0.0,35.123693
