Loan ID,Borrower ID,Security value,Loan amount,Loan to value,Maturity,Your investment,Percentage of loanbook,Loan status,Loan Risk Category,Truncated Loan ID,Loan Parts in Loan,Original maturity date,Maturity date extended
9170966,8779897,"£1,500,000","£392,500",36.17%,02 Feb 2025,£22.961250,0.41%,Extended (No ICF),2,9170966,3,02/08/2024,184
9455066,8587271,"£980,000","£202,500",49.95%,22 Dec 2024,£11.846250,0.21%,Extended (No ICF),2,9455066,6,22/12/2023,366
9773729,8273896,"£1,500,000","£712,000",47.47%,31 Dec 2024,£41.652000,0.75%,Extended (No ICF),2,9773729,1,30/12/2023,367
9535109,8645523,"£650,000","£287,500",44.23%,05 Oct 2024,£16.818750,0.30%,Extended (No ICF),2,9535109,1,05/04/2024,183
9456536,8235316,"£1,455,000","£525,000",36.08%,07 Oct 2024,£30.712500,0.55%,Extended (No ICF),2,9456536,1,07/04/2024,183
9541573,8778586,"£900,000","£415,000",46.11%,11 Nov 2024,£24.277500,0.44%,Extended (No ICF),2,9541573,1,11/05/2024,184
9840316,8429623,"£1,200,000","£522,500",43.54%,11 Aug 2024,£30.566250,0.55%,Default (No Suspension - No ICF),2,9840316,1,11/08/2024,0
9759623,8593913,"£1,430,000","£462,500",41.08%,18 Nov 2024,£27.056250,0.48%,Extended (No ICF),2,9759623,2,18/05/2024,184
9139612,8728067,"£2,050,000","£712,500",39.15%,24 Nov 2024,£41.681250,0.75%,Extended (No ICF),2,9139612,3,24/08/2023,458
9957523,8186641,"£750,000","£375,000",50.00%,08 Dec 2024,£21.937500,0.39%,Extended (No ICF),2,9957523,1,08/12/2023,366
9116419,8543592,"£3,011,753","£1,337,500",47.23%,16 Dec 2024,£78.243750,1.40%,Extended (No ICF),2,9116419,2,16/12/2023,366
