DATE,DESCRIPTION,CREDIT,DEBIT,BALANCE,Cash Flow,Date Value
11/05/2024 08:30:00,Premium Interest,0.98,,4.49,0.977,11/05/2024
12/05/2024 08:21:00,Premium Interest,0.98,,5.47,0.977,12/05/2024
13/05/2024 08:19:00,Premium Interest,0.98,,6.45,0.977,13/05/2024
14/05/2024 08:25:00,Premium Interest,0.98,,7.42,0.977,14/05/2024
15/05/2024 08:20:00,Premium Interest,0.98,,8.40,0.977,15/05/2024
16/05/2024 08:22:00,Premium Interest,0.98,,9.38,0.977,16/05/2024
17/05/2024 08:27:00,Premium Interest,0.98,,10.35,0.977,17/05/2024
18/05/2024 08:19:00,Premium Interest,0.98,,1.33,0.979,18/05/2024
19/05/2024 08:19:00,Premium Interest,0.98,,2.31,0.979,19/05/2024
20/05/2024 08:20:00,Premium Interest,0.98,,3.29,0.979,20/05/2024
21/05/2024 08:22:00,Premium Interest,0.98,,4.27,0.979,21/05/2024
22/05/2024 08:20:00,Premium Interest,0.98,,5.25,0.979,22/05/2024
23/05/2024 08:20:00,Premium Interest,0.98,,6.22,0.979,23/05/2024
24/05/2024 08:24:00,Premium Interest,0.98,,7.20,0.979,24/05/2024
25/05/2024 08:21:00,Premium Interest,0.98,,8.18,0.979,25/05/2024
26/05/2024 08:16:00,Premium Interest,0.98,,9.16,0.979,26/05/2024
27/05/2024 08:17:00,Premium Interest,0.98,,10.14,0.979,27/05/2024
28/05/2024 08:17:00,Premium Interest,0.98,,1.12,0.980,28/05/2024
29/05/2024 08:21:00,Premium Interest,0.98,,2.10,0.980,29/05/2024
30/05/2024 08:23:00,Premium Interest,0.98,,3.08,0.980,30/05/2024
31/05/2024 08:26:00,Premium Interest,0.98,,4.06,0.980,31/05/2024
01/06/2024 08:22:00,Premium Interest,0.98,,5.04,0.980,01/06/2024
02/06/2024 08:22:00,Premium Interest,0.98,,6.02,0.980,02/06/2024
03/06/2024 08:27:00,Premium Interest,0.98,,7.00,0.980,03/06/2024
04/06/2024 08:21:00,Premium Interest,0.98,,7.98,0.980,04/06/2024
05/06/2024 08:20:00,Premium Interest,0.98,,8.96,0.980,05/06/2024
06/06/2024 08:24:00,Premium Interest,0.98,,9.94,0.980,06/06/2024
07/06/2024 08:29:00,Premium Interest,0.98,,10.92,0.980,07/06/2024
08/06/2024 08:18:00,Premium Interest,0.98,,1.90,0.982,08/06/2024
09/06/2024 08:22:00,Premium Interest,0.98,,2.89,0.982,09/06/2024
10/06/2024 08:22:00,Premium Interest,0.98,,3.87,0.982,10/06/2024
11/06/2024 08:17:00,Premium Interest,0.98,,4.85,0.982,11/06/2024
12/06/2024 08:19:00,Premium Interest,0.98,,5.83,0.982,12/06/2024
13/06/2024 08:20:00,Premium Interest,0.98,,6.81,0.982,13/06/2024
14/06/2024 08:18:00,Premium Interest,0.98,,7.80,0.982,14/06/2024
15/06/2024 08:18:00,Premium Interest,0.98,,8.78,0.982,15/06/2024
16/06/2024 08:15:00,Premium Interest,0.98,,9.76,0.982,16/06/2024
17/06/2024 08:17:00,Premium Interest,0.98,,10.74,0.982,17/06/2024
18/06/2024 08:19:00,Premium Interest,0.98,,1.73,0.984,18/06/2024
19/06/2024 08:18:00,Premium Interest,0.98,,2.71,0.984,19/06/2024
20/06/2024 08:22:00,Premium Interest,0.98,,3.69,0.984,20/06/2024
21/06/2024 08:18:00,Premium Interest,0.98,,4.68,0.984,21/06/2024
22/06/2024 08:20:00,Premium Interest,0.98,,5.66,0.984,22/06/2024
23/06/2024 08:16:00,Premium Interest,0.98,,6.65,0.984,23/06/2024
24/06/2024 08:19:00,Premium Interest,0.98,,7.63,0.984,24/06/2024
25/06/2024 08:20:00,Premium Interest,0.98,,8.61,0.984,25/06/2024
26/06/2024 08:17:00,Premium Interest,0.98,,9.60,0.984,26/06/2024
27/06/2024 08:21:00,Premium Interest,0.98,,10.58,0.984,27/06/2024
28/06/2024 08:19:00,Premium Interest,0.99,,1.57,0.986,28/06/2024
29/06/2024 08:22:00,Premium Interest,0.99,,2.55,0.986,29/06/2024
01/07/2024 08:16:00,Premium Interest,0.99,,4.52,0.986,01/07/2024
02/07/2024 08:26:00,Premium Interest,0.99,,5.51,0.986,02/07/2024
03/07/2024 08:23:00,Premium Interest,0.99,,6.50,0.986,03/07/2024
04/07/2024 08:23:00,Premium Interest,0.99,,7.48,0.986,04/07/2024
05/07/2024 08:22:00,Premium Interest,0.99,,8.47,0.986,05/07/2024
06/07/2024 08:27:00,Premium Interest,0.99,,9.45,0.986,06/07/2024
07/07/2024 08:21:00,Transfer to Premium,,10.00,0.44,-10.000,07/07/2024
07/07/2024 08:21:00,Premium Interest,0.99,,10.44,0.986,07/07/2024
08/07/2024 08:24:00,Premium Interest,0.99,,1.43,0.987,08/07/2024
09/07/2024 08:25:00,Premium Interest,0.99,,2.41,0.987,09/07/2024
10/07/2024 08:21:00,Premium Interest,0.99,,3.40,0.987,10/07/2024
11/07/2024 08:17:00,Premium Interest,0.99,,4.39,0.987,11/07/2024
12/07/2024 08:19:00,Premium Interest,0.99,,5.38,0.987,12/07/2024
13/07/2024 08:24:00,Premium Interest,0.99,,6.36,0.987,13/07/2024
14/07/2024 08:19:00,Premium Interest,0.99,,7.35,0.987,14/07/2024
15/07/2024 08:15:00,Premium Interest,0.99,,8.34,0.987,15/07/2024
16/07/2024 08:21:00,Premium Interest,0.99,,9.33,0.987,16/07/2024
17/07/2024 08:23:00,Transfer to Premium,,10.00,0.31,-10.000,17/07/2024
17/07/2024 08:23:00,Premium Interest,0.99,,10.31,0.987,17/07/2024
18/07/2024 08:30:00,Premium Interest,0.99,,1.30,0.989,18/07/2024
19/07/2024 08:25:00,Premium Interest,0.99,,2.29,0.989,19/07/2024
20/07/2024 08:20:00,Premium Interest,0.99,,3.28,0.989,20/07/2024
21/07/2024 08:19:00,Premium Interest,0.99,,4.27,0.989,21/07/2024
22/07/2024 08:24:00,Premium Interest,0.99,,5.26,0.989,22/07/2024
23/07/2024 08:22:00,Premium Interest,0.99,,6.25,0.989,23/07/2024
24/07/2024 08:22:00,Premium Interest,0.99,,7.24,0.989,24/07/2024
25/07/2024 08:22:00,Premium Interest,0.99,,8.23,0.989,25/07/2024
26/07/2024 08:32:00,Premium Interest,0.99,,9.22,0.989,26/07/2024
27/07/2024 08:24:00,Transfer to Premium,,10.00,0.20,-10.000,27/07/2024
27/07/2024 08:24:00,Premium Interest,0.99,,10.20,0.989,27/07/2024
28/07/2024 08:21:00,Premium Interest,0.99,,1.20,0.991,28/07/2024
29/07/2024 08:28:00,Premium Interest,0.99,,2.19,0.991,29/07/2024
30/07/2024 08:23:00,Premium Interest,0.99,,3.18,0.991,30/07/2024
31/07/2024 08:27:00,Premium Interest,0.99,,4.17,0.991,31/07/2024
