,Int bearing amt,%,Total amt,No loans,Avg loan amt,Avg net AER,Blended LTV,Avg term,Max term,Avg ttm,Max ttm,Non-perform,Long default,Short default,Int default
2023-08-04,867.5422940003257,1.0,867.5422940003257,250.0,3.4701691760013027,0.0407415429197843,0.6182919447917389,48.2106956032798,83.0,22.25551364688143,50.99141669408141,0.1301602633560436,22.14835377098455,19.92088807949792,70.85029160910618
